player_id,player_name,ev_avg,la_avg,barrel_pct,xba,xwoba
700669,"Graceffo, Gordon",92.6,12.6,11.6,0.265,0.363
677865,"Bruihl, Justin",88.1,7.9,5.3,0.277,0.349
640448,"Finnegan, Kyle",89.1,10.5,5.3,0.232,0.317
689296,"Nunez, Anthony",89.3,13.0,8.4,0.232,0.315
623211,"Brazobán, Huascar",83.8,7.1,2.1,0.189,0.251
679883,"Avila, Luinder",87.6,11.3,8.5,0.236,0.341
579328,"Kikuchi, Yusei",90.2,15.5,8.5,0.258,0.34
663542,"Hudson, Bryan",88.1,13.1,3.2,0.24,0.298
694335,"Svanson, Matt",92.3,15.5,7.4,0.307,0.387
621112,"Blackburn, Paul",86.7,5.2,5.3,0.258,0.312
660825,"Bazardo, Eduard",91.0,20.4,8.6,0.269,0.335
669270,"Kuhnel, Joel",88.2,11.6,5.4,0.276,0.325
837227,"Imai, Tatsuya",90.5,9.9,8.7,0.233,0.345
656271,"Burke, Brock",88.0,18.7,10.9,0.244,0.338
657612,"Hill, Tim",89.2,-6.4,4.3,0.266,0.315
687396,"Headrick, Brent",88.6,18.7,4.3,0.23,0.286
680755,"Fisher, Braydon",88.0,8.3,12.1,0.217,0.305
675848,"Mejia, Juan",89.8,15.0,3.3,0.23,0.302
686993,"Sterner, Justin",89.7,11.6,6.6,0.207,0.25
687911,"King, Bryan",87.0,7.8,2.2,0.24,0.295
669330,"Wells, Tyler",88.8,25.7,6.6,0.242,0.31
669199,"Bachar, Lake",90.4,17.3,6.6,0.188,0.267
668941,"Romero, JoJo",92.7,10.5,6.7,0.268,0.344
641302,"Alexander, Tyler",86.3,8.3,3.3,0.236,0.285
664199,"Clarke, Taylor",86.5,10.9,7.9,0.237,0.301
665622,"Medina, Luis",91.5,14.1,9.0,0.253,0.333
605130,"Barlow, Scott",87.9,20.1,9.0,0.22,0.344
681867,"Criswell, Cooper",87.2,5.9,4.5,0.24,0.286
595345,"Okert, Steven",86.1,29.4,5.7,0.215,0.296
605540,"Woodruff, Brandon",89.7,22.9,8.0,0.221,0.28
657514,"Bernardino, Brennan",84.5,8.4,5.7,0.241,0.289
663992,"Lovelady, Richard",87.3,11.2,4.5,0.285,0.361
660853,"De Los Santos, Enyel",89.4,20.4,5.7,0.243,0.286
642121,"Sulser, Cole",87.4,16.4,13.6,0.278,0.369
666277,"Soriano, George",90.7,14.6,10.3,0.238,0.325
691799,"Taylor, Grant",89.3,14.8,6.9,0.185,0.231
663687,"Harris, Hogan",85.4,12.3,3.4,0.197,0.283
642701,"Santana, Dennis",88.8,17.8,9.2,0.263,0.349
687606,"Schultz, Paxton",91.1,21.9,9.2,0.266,0.34
607455,"Banda, Anthony",90.0,14.3,5.7,0.226,0.317
676979,"Crochet, Garrett",89.6,14.3,10.5,0.262,0.345
573124,"Rogers, Taylor",86.7,17.0,7.0,0.26,0.328
592836,"Walker, Taijuan",87.5,13.4,12.8,0.312,0.411
607192,"Glasnow, Tyler",90.4,14.3,8.1,0.18,0.252
641745,"Keller, Brad",85.9,13.2,4.7,0.23,0.286
686973,"Varland, Louis",86.7,1.7,3.5,0.199,0.231
682227,"Williamson, Brandon",88.1,18.7,10.5,0.276,0.389
656638,"Lange, Alex",91.0,7.4,14.1,0.236,0.337
663765,"Woodford, Jake",91.0,15.0,7.1,0.336,0.368
702275,"Ritchie, JR",89.3,10.1,4.7,0.233,0.327
